x,y,classe
-0.4248449597507715,-0.5027402373962104,0
0.5766102708876133,0.9789263508282602,1
-0.18204615637660027,0.43424380477517843,0
0.7660348080098629,0.30345657654106617,1
0.8809345685876906,-0.5188875854946673,1
-0.9088870012201369,-0.8264144905842841,1
0.05621097609400749,-0.40664743911474943,0
0.7848380887880921,0.08413760364055634,1
0.10287002893164754,0.5612966259941459,0
-0.0867705293931067,-0.4563169348984957,0
0.9136666906997561,-0.3656558799557388,1
-0.093331687618047,0.8953093616291881,1
0.3551412709057331,-0.019488292280584574,0
0.14526680391281843,0.9459182480350137,1
-0.7941506346687675,0.6918008732609451,1
0.799649940803647,0.9593419642187655,1
-0.5078245312906802,-0.7720206705853343,1
-0.9158809329383075,-0.3720369744114578,1
-0.3441585614345968,0.8893534624949098,1
0.9090072982944548,0.283089772798121,1
0.7790786321274936,0.9588440372608602,1
0.38560681231319904,0.9440240152180195,1
0.28101362753659487,0.4611026435159147,0
0.9885395532473922,-0.21631431067362428,1
0.31141159823164344,0.3269247431308031,0
0.41706093633547425,-0.48553536646068096,0
0.08813204942271113,-0.38040306186303496,0
0.18828404089435935,0.6809127647429705,1
-0.4216805254109204,0.3765462627634406,1
-0.7057727053761482,0.5498642367310822,1
0.9260484650731087,-0.3843199354596436,1
0.8045980902388692,0.2831258764490485,1
0.38141055684536695,0.2267832551151514,0
0.5909348353743553,-0.5468908250331879,1
-0.950772630982101,-0.5076815658248961,1
-0.04440805781632662,0.7555160135962069,0
0.5169190750457346,0.5695394515059888,1
-0.5671841283328831,-0.9486776804551482,1
-0.3636379847303033,0.5106662143953145,1
-0.5367484292946756,0.7954317834228277,1
-0.7143999552354217,0.7861318117938936,1
-0.17090732837095857,-0.7611284754239023,1
-0.1725513474084437,0.9525442253798246,1
-0.2623090981505811,0.8201043368317187,1
-0.6951105045154691,-0.4820067537948489,1
-0.7223878731019795,0.7779280315153301,1
-0.5339318010956049,0.6660505379550159,1
-0.06807509949430823,-0.12142953788861632,0
-0.46805471926927567,-0.846497181802988,1
0.7156554306857288,0.7323079677298665,1
-0.9083376666530967,-0.35267661698162556,0
-0.11559985158964992,-0.5358131607063115,0
0.5978496912866831,0.6555793257430196,1
-0.7562014800496399,0.9831132078543305,1
0.12189596751704812,-0.5397219867445529,0
-0.5869372207671404,-0.8223711377941072,1
-0.744936699513346,0.2703872383572161,1
0.5066157286055386,0.7131018852815032,1
0.790090718306601,-0.6321163573302329,1
-0.2510744482278824,0.010949698742479086,0
0.3302303892560303,-0.288878804538399,0
-0.8103186781518161,0.6489917682483792,1
-0.23206072440370917,-0.0325422054156661,0
-0.45123271085321903,-0.5361741450615227,1
0.6292800777591765,-0.4596731336787343,1
-0.10296731721609831,0.6459870017133653,0
0.6201287060976028,-0.9483274924568832,1
0.6247790190391243,-0.18814898934215307,0
0.5886846422217786,0.19206922827288508,0
-0.12033662479370832,0.05747930519282818,0
0.5089503172785044,0.3651418169029057,0
0.2584422631189227,0.015625815372914076,0
0.4203648027032614,0.10874359076842666,0
-0.9987504533492029,0.6824802095070481,1
-0.049366851802915335,-0.37497967947274446,0
-0.5597622296772897,-0.928103759419173,1
-0.24036692455410957,0.6319881211966276,1
0.2255420065484941,0.5571535788476467,1
-0.2964041815139353,0.7187589826062322,1
-0.7777291513048112,-0.868561286944896,1
-0.5127610545605421,-0.9823877629823983,1
0.33611117489635944,0.18336175102740526,0
-0.16470644064247608,0.7392307608388364,1
0.5763916680589318,-0.1074162283912301,0
-0.7942707114852965,-0.9248499907553196,1
-0.13021451700478792,-0.1794188334606588,0
0.9699139599688351,-0.26956757763400674,1
0.7861022287979722,-0.0468303388915956,1
0.7729381215758622,-0.732644488569349,1
-0.6498946994543076,-0.041087486781179905,1
-0.7386086168698967,-0.47137461649253964,1
0.3062038500793278,-0.020134116988629103,0
-0.31296705547720194,0.8121224092319608,1
0.3135162559337914,0.001994688529521227,0
-0.35925351502373815,0.40701361978426576,0
-0.6246177614666522,-0.8841799446381629,1
0.5645886026322842,0.37862183526158333,1
-0.8128100265748799,0.5975905517116189,1
-0.06644191686064005,-0.9622899349778891,1
0.02301091980189085,-0.9263708563521504,1
0.19997791852802038,0.15564446430653334,0
-0.3343529193662107,0.5800717188976705,1
-0.02277393266558647,0.470522066578269,0
0.9089476549997926,-0.4629245619289577,1
-0.03419520566239953,0.6107328487560153,0
0.7807004442438483,-0.15013424446806312,1
0.8288763738237321,-0.6695696143433452,1
0.21746996464207768,0.2080951388925314,0
-0.17862044693902135,0.6515207123011351,0
-0.705810618121177,0.5619018548168242,1
0.8705996065400541,-0.8370462013408542,1
-0.3975422000512481,-0.8584832632914186,1
-0.8785588569007814,0.9179200353100896,1
0.8954538800753653,-0.8194144857116044,1
0.4411925468593836,-0.5754974954761565,1
-0.715411408804357,-0.1215928141027689,0
0.09856931213289499,0.5557429771870375,1
0.9081824771128595,0.70281591871753335,1
0.17096670623868704,0.2494478076696396,0
-0.1909794365055859,-0.2239181799814105,0
0.2957869586534798,-0.712490298319608,1
-0.36035876581445336,0.7633456084877253,1
-0.3845599782653153,0.7474836250767112,1
-0.5604647374711931,-0.32275261590257287,1
-0.2610222683288157,0.026625927072018385,0
0.9684384069405496,-0.01212915126234293,1
-0.6915953983552754,0.586875612847507,1
-0.8179120002314448,0.8368302383460104,1
-0.7161861844360828,0.17272053752094507,1
0.38001420302316546,0.6469607884064317,1
0.23851296678185463,0.6148778200149536,0
0.7827882342971861,-0.4368540314026177,1
0.3459981852211058,0.01729719853028655,0
0.47415547585114837,-0.40954111935570836,0
0.04227145155891776,0.7352475388906896,1
0.3196768993511796,0.42673478182405233,0
0.643610920291394,-0.2752973875030875,1
0.5725631034001708,0.9940605177544057,1
0.9596438347361982,0.4020066186785698,1
-0.12113692751154304,-0.5250422121025622,0
-0.37659559585154057,0.294993931427598,0
-0.18105009477585554,-0.31209545489400625,0
-0.9790657763369381,0.6012522368691862,1
-0.6323009519837797,-0.34994426975026727,0
0.6854586377739906,-0.46542833326384425,1
-0.5376764358952641,-0.8604377531446517,1
-0.5218000886961818,0.14103474142029881,0
-0.8466176693327725,-0.9916583164595068,1
-0.5085526439361274,-0.4381966972723603,0
0.46427041105926037,-0.4398256028071046,0
0.6949063302017748,0.6364586725831032,1
-0.004945465829223394,-0.7653313777409494,1
-0.22418194031342864,-0.4756708536297083,1
-0.5071020117029548,-0.1215343764051795,0
-0.7778070773929358,0.9167689271271229,1
-0.22001112950965762,-0.36474961368367076,0
0.1438706279732287,0.57068922650069,1
-0.5662144743837416,-0.7369408868253231,1
-0.11046399595215917,-0.01093703880906105,0
-0.5640186625532806,0.05042113736271858,0
0.004599126521497965,0.772258254699409,1
-0.2921908563002944,-0.27663223212584853,0
0.2999703176319599,-0.067413396667689085,0
-0.25057208677753806,-0.11984445713460445,0
-0.2891092384234071,0.426743705291301,0
0.06737589091062546,-0.8976281643845141,1
0.4806687207892537,0.40263558691367507,0
-0.557794124353677,0.326952604111284,0
-0.1745077627710998,0.3277327762916684,1
-0.4686266263015568,-1.9266968593001366e-4,0
0.2599461069330573,-0.44933520210906863,1
-0.6323430184274912,-0.25362413050606847,1
0.7272882228717208,-0.7890087040141225,1
0.49313600827008486,-0.49007574189454317,1
0.3365692994557321,-0.9073537038639188,1
0.2360357465222478,-0.060783947352319956,0
-0.2555238795466721,-0.35182310827076435,0
0.05967137170955539,-0.5800253353081644,0
0.7493646857328713,0.5052624768577516,1
0.163500199560076,-0.512248944491148,0
0.679535529576242,-0.1889234879054129,1
-0.3751036701723933,0.40679496712982655,1
0.4165806444361806,-0.7711594440042973,1
-0.46996438782662153,-0.7304879236035049,1
0.188686388079077,0.9689536043442786,1
-0.0374203990213573,0.9535455466248095,1
-0.46993453707545996,0.517326716799289,1
0.12918086955323815,-0.9398810439743102,1
0.826376446057111,0.948419454973191,1
0.8037487789988518,0.5205406942404807,1
-0.4516667569987476,0.7748840781860054,1
-0.3570344871841371,-0.5560937891714275,1
0.9712817687541246,-0.4590513785369694,1
0.2399866203777492,0.21451004967093468,0
0.8746281783096492,-0.3196028252132237,1
-0.0669345953501761,0.5139385825023055,1
-0.18633481347933412,-0.850325170904398,1
