Cód. IBGE;Localidades;Períodos;Leitos;Leitos (Coeficiente por mil habitantes);Leitos SUS;Leitos SUS (Coeficiente por mil habitantes);Leitos Não SUS;Leitos Não SUS (Coeficiente por mil habitantes)
3500105;Adamantina;2010;308;9,11;271;8,02;37;1,09
3500105;Adamantina;2011;308;9,11;271;8,02;37;1,09
3500105;Adamantina;2012;300;8,87;263;7,77;37;1,09
3500105;Adamantina;2013;284;8,39;240;7,09;44;1,3
3500105;Adamantina;2014;279;8,24;240;7,09;39;1,15
3500105;Adamantina;2015;279;8,24;240;7,08;39;1,15
3500105;Adamantina;2016;279;8,23;240;7,08;39;1,15
3500105;Adamantina;2017;258;7,61;219;6,46;39;1,15
3500105;Adamantina;2018;258;7,61;219;6,46;39;1,15
3500105;Adamantina;2019;235;6,93;206;6,08;29;0,86
3500204;Adolfo;2010;0;0;0;0;0;0
3500204;Adolfo;2011;0;0;0;0;0;0
3500204;Adolfo;2012;0;0;0;0;0;0
3500204;Adolfo;2013;0;0;0;0;0;0
3500204;Adolfo;2014;0;0;0;0;0;0
3500204;Adolfo;2015;0;0;0;0;0;0
3500204;Adolfo;2016;0;0;0;0;0;0
3500204;Adolfo;2017;0;0;0;0;0;0
3500204;Adolfo;2018;0;0;0;0;0;0
3500204;Adolfo;2019;0;0;0;0;0;0
3500303;Aguaí;2010;76;2,37;49;1,53;27;0,84
3500303;Aguaí;2011;76;2,34;49;1,51;27;0,83
3500303;Aguaí;2012;76;2,32;49;1,49;27;0,82
3500303;Aguaí;2013;0;0;0;0;0;0
3500303;Aguaí;2014;0;0;0;0;0;0
3500303;Aguaí;2015;0;0;0;0;0;0
3500303;Aguaí;2016;10;0,29;0;0;10;0,29
3500303;Aguaí;2017;10;0,29;0;0;10;0,29
3500303;Aguaí;2018;10;0,29;0;0;10;0,29
3500303;Aguaí;2019;0;0;0;0;0;0
3500402;Águas da Prata;2010;0;0;0;0;0;0
3500402;Águas da Prata;2011;0;0;0;0;0;0
3500402;Águas da Prata;2012;0;0;0;0;0;0
3500402;Águas da Prata;2013;0;0;0;0;0;0
3500402;Águas da Prata;2014;0;0;0;0;0;0
3500402;Águas da Prata;2015;0;0;0;0;0;0
3500402;Águas da Prata;2016;0;0;0;0;0;0
3500402;Águas da Prata;2017;0;0;0;0;0;0
3500402;Águas da Prata;2018;0;0;0;0;0;0
3500402;Águas da Prata;2019;0;0;0;0;0;0
3500501;Águas de Lindóia;2010;42;2,43;30;1,74;12;0,7
3500501;Águas de Lindóia;2011;42;2,42;30;1,73;12;0,69
3500501;Águas de Lindóia;2012;42;2,4;30;1,71;12;0,69
3500501;Águas de Lindóia;2013;42;2,39;30;1,7;12;0,68
3500501;Águas de Lindóia;2014;42;2,37;30;1,69;12;0,68
3500501;Águas de Lindóia;2015;42;2,35;30;1,68;12;0,67
3500501;Águas de Lindóia;2016;42;2,34;30;1,67;12;0,67
3500501;Águas de Lindóia;2017;42;2,33;30;1,66;12;0,66
3500501;Águas de Lindóia;2018;42;2,31;30;1,65;12;0,66
3500501;Águas de Lindóia;2019;42;2,3;30;1,64;12;0,66
3500550;Águas de Santa Bárbara;2010;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2011;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2012;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2013;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2014;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2015;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2016;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2017;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2018;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;2019;0;0;0;0;0;0
3500600;Águas de São Pedro;2010;0;0;0;0;0;0
3500600;Águas de São Pedro;2011;4;1,46;4;1,46;0;0
3500600;Águas de São Pedro;2012;4;1,43;4;1,43;0;0
3500600;Águas de São Pedro;2013;4;1,41;4;1,41;0;0
3500600;Águas de São Pedro;2014;4;1,39;4;1,39;0;0
3500600;Águas de São Pedro;2015;4;1,37;4;1,37;0;0
3500600;Águas de São Pedro;2016;4;1,35;4;1,35;0;0
3500600;Águas de São Pedro;2017;0;0;0;0;0;0
3500600;Águas de São Pedro;2018;0;0;0;0;0;0
3500600;Águas de São Pedro;2019;0;0;0;0;0;0
3500709;Agudos;2010;65;1,88;43;1,25;22;0,64
3500709;Agudos;2011;65;1,87;43;1,24;22;0,63
3500709;Agudos;2012;65;1,87;43;1,23;22;0,63
3500709;Agudos;2013;65;1,86;43;1,23;22;0,63
3500709;Agudos;2014;60;1,7;38;1,08;22;0,63
3500709;Agudos;2015;60;1,7;38;1,07;22;0,62
3500709;Agudos;2016;60;1,69;38;1,07;22;0,62
3500709;Agudos;2017;60;1,68;38;1,07;22;0,62
3500709;Agudos;2018;60;1,67;38;1,06;22;0,61
3500709;Agudos;2019;60;1,67;38;1,06;22;0,61
3500758;Alambari;2010;0;0;0;0;0;0
3500758;Alambari;2011;0;0;0;0;0;0
3500758;Alambari;2012;0;0;0;0;0;0
3500758;Alambari;2013;0;0;0;0;0;0
3500758;Alambari;2014;0;0;0;0;0;0
3500758;Alambari;2015;0;0;0;0;0;0
3500758;Alambari;2016;0;0;0;0;0;0
3500758;Alambari;2017;0;0;0;0;0;0
3500758;Alambari;2018;0;0;0;0;0;0
3500758;Alambari;2019;0;0;0;0;0;0
3500808;Alfredo Marcondes;2010;0;0;0;0;0;0
3500808;Alfredo Marcondes;2011;0;0;0;0;0;0
3500808;Alfredo Marcondes;2012;0;0;0;0;0;0
3500808;Alfredo Marcondes;2013;0;0;0;0;0;0
3500808;Alfredo Marcondes;2014;0;0;0;0;0;0
3500808;Alfredo Marcondes;2015;0;0;0;0;0;0
3500808;Alfredo Marcondes;2016;0;0;0;0;0;0
3500808;Alfredo Marcondes;2017;0;0;0;0;0;0
3500808;Alfredo Marcondes;2018;0;0;0;0;0;0
3500808;Alfredo Marcondes;2019;0;0;0;0;0;0
3500907;Altair;2010;0;0;0;0;0;0
3500907;Altair;2011;0;0;0;0;0;0
3500907;Altair;2012;0;0;0;0;0;0
3500907;Altair;2013;0;0;0;0;0;0
3500907;Altair;2014;0;0;0;0;0;0
3500907;Altair;2015;0;0;0;0;0;0
3500907;Altair;2016;0;0;0;0;0;0
3500907;Altair;2017;0;0;0;0;0;0
3500907;Altair;2018;0;0;0;0;0;0
3500907;Altair;2019;0;0;0;0;0;0
3501004;Altinópolis;2010;30;1,92;21;1,35;9;0,58
3501004;Altinópolis;2011;30;1,92;21;1,35;9;0,58
3501004;Altinópolis;2012;30;1,92;21;1,35;9;0,58
3501004;Altinópolis;2013;31;1,99;25;1,6;6;0,39
3501004;Altinópolis;2014;31;1,99;25;1,61;6;0,39
3501004;Altinópolis;2015;31;1,99;25;1,61;6;0,39
3501004;Altinópolis;2016;31;1,99;25;1,61;6;0,39
3501004;Altinópolis;2017;31;1,99;25;1,61;6;0,39
3501004;Altinópolis;2018;31;1,99;25;1,61;6;0,39
3501004;Altinópolis;2019;31;1,99;25;1,61;6;0,39
3501103;Alto Alegre;2010;22;5,36;19;4,63;3;0,73
3501103;Alto Alegre;2011;22;5,37;19;4,64;3;0,73
3501103;Alto Alegre;2012;22;5,38;19;4,65;3;0,73
3501103;Alto Alegre;2013;22;5,39;19;4,65;3;0,73
3501103;Alto Alegre;2014;22;5,4;19;4,66;3;0,74
3501103;Alto Alegre;2015;22;5,41;19;4,67;3;0,74
3501103;Alto Alegre;2016;22;5,42;19;4,68;3;0,74
3501103;Alto Alegre;2017;22;5,44;19;4,69;3;0,74
3501103;Alto Alegre;2018;22;5,45;19;4,71;3;0,74
3501103;Alto Alegre;2019;22;5,46;19;4,72;3;0,74
3501152;Alumínio;2010;0;0;0;0;0;0
3501152;Alumínio;2011;0;0;0;0;0;0
3501152;Alumínio;2012;0;0;0;0;0;0
3501152;Alumínio;2013;0;0;0;0;0;0
3501152;Alumínio;2014;0;0;0;0;0;0
3501152;Alumínio;2015;0;0;0;0;0;0
3501152;Alumínio;2016;0;0;0;0;0;0
3501152;Alumínio;2017;0;0;0;0;0;0
3501152;Alumínio;2018;0;0;0;0;0;0
3501152;Alumínio;2019;0;0;0;0;0;0
3501202;Álvares Florence;2010;0;0;0;0;0;0
3501202;Álvares Florence;2011;0;0;0;0;0;0
3501202;Álvares Florence;2012;0;0;0;0;0;0
3501202;Álvares Florence;2013;0;0;0;0;0;0
3501202;Álvares Florence;2014;0;0;0;0;0;0
3501202;Álvares Florence;2015;0;0;0;0;0;0
3501202;Álvares Florence;2016;0;0;0;0;0;0
3501202;Álvares Florence;2017;0;0;0;0;0;0
3501202;Álvares Florence;2018;0;0;0;0;0;0
3501202;Álvares Florence;2019;0;0;0;0;0;0
3501301;Álvares Machado;2010;20;0,85;18;0,77;2;0,09
3501301;Álvares Machado;2011;20;0,85;18;0,77;2;0,09
3501301;Álvares Machado;2012;20;0,85;18;0,76;2;0,08
3501301;Álvares Machado;2013;20;0,85;18;0,76;2;0,08
3501301;Álvares Machado;2014;20;0,85;18;0,76;2;0,08
3501301;Álvares Machado;2015;20;0,85;18;0,76;2;0,08
3501301;Álvares Machado;2016;20;0,85;18;0,76;2;0,08
3501301;Álvares Machado;2017;20;0,84;18;0,76;2;0,08
3501301;Álvares Machado;2018;20;0,84;18;0,76;2;0,08
3501301;Álvares Machado;2019;20;0,84;18;0,76;2;0,08
3501400;Álvaro de Carvalho;2010;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2011;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2012;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2013;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2014;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2015;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2016;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2017;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2018;0;0;0;0;0;0
3501400;Álvaro de Carvalho;2019;0;0;0;0;0;0
3501509;Alvinlândia;2010;0;0;0;0;0;0
3501509;Alvinlândia;2011;0;0;0;0;0;0
3501509;Alvinlândia;2012;0;0;0;0;0;0
3501509;Alvinlândia;2013;0;0;0;0;0;0
3501509;Alvinlândia;2014;0;0;0;0;0;0
3501509;Alvinlândia;2015;0;0;0;0;0;0
3501509;Alvinlândia;2016;0;0;0;0;0;0
3501509;Alvinlândia;2017;0;0;0;0;0;0
3501509;Alvinlândia;2018;0;0;0;0;0;0
3501509;Alvinlândia;2019;0;0;0;0;0;0
3501608;Americana;2010;619;2,94;388;1,84;231;1,1
3501608;Americana;2011;677;3,18;373;1,75;304;1,43
3501608;Americana;2012;686;3,18;343;1,59;343;1,59
3501608;Americana;2013;683;3,13;340;1,56;343;1,57
3501608;Americana;2014;702;3,18;340;1,54;362;1,64
3501608;Americana;2015;698;3,13;343;1,54;355;1,59
3501608;Americana;2016;640;2,84;251;1,11;389;1,73
3501608;Americana;2017;571;2,51;205;0,9;366;1,61
3501608;Americana;2018;571;2,49;205;0,89;366;1,6
3501608;Americana;2019;517;2,23;207;0,89;310;1,34
3501707;Américo Brasiliense;2010;240;6,97;240;6,97;0;0
3501707;Américo Brasiliense;2011;266;7,6;266;7,6;0;0
3501707;Américo Brasiliense;2012;264;7,41;264;7,41;0;0
3501707;Américo Brasiliense;2013;204;5,63;204;5,63;0;0
3501707;Américo Brasiliense;2014;204;5,53;204;5,53;0;0
3501707;Américo Brasiliense;2015;206;5,49;206;5,49;0;0
3501707;Américo Brasiliense;2016;230;6,05;230;6,05;0;0
3501707;Américo Brasiliense;2017;220;5,7;220;5,7;0;0
3501707;Américo Brasiliense;2018;198;5,06;198;5,06;0;0
3501707;Américo Brasiliense;2019;177;4,46;177;4,46;0;0
3501806;Américo de Campos;2010;0;0;0;0;0;0
3501806;Américo de Campos;2011;0;0;0;0;0;0
3501806;Américo de Campos;2012;0;0;0;0;0;0
3501806;Américo de Campos;2013;0;0;0;0;0;0
3501806;Américo de Campos;2014;0;0;0;0;0;0
3501806;Américo de Campos;2015;0;0;0;0;0;0
3501806;Américo de Campos;2016;0;0;0;0;0;0
3501806;Américo de Campos;2017;0;0;0;0;0;0
3501806;Américo de Campos;2018;0;0;0;0;0;0
3501806;Américo de Campos;2019;0;0;0;0;0;0
3501905;Amparo;2010;454;6,9;356;5,41;98;1,49
3501905;Amparo;2011;456;6,89;356;5,38;100;1,51
3501905;Amparo;2012;469;7,04;356;5,34;113;1,7
3501905;Amparo;2013;349;5,2;236;3,52;113;1,69
3501905;Amparo;2014;358;5,3;243;3,6;115;1,7
3501905;Amparo;2015;357;5,26;242;3,56;115;1,69
3501905;Amparo;2016;395;5,79;242;3,55;153;2,24
3501905;Amparo;2017;377;5,5;224;3,27;153;2,23
3501905;Amparo;2018;383;5,56;230;3,34;153;2,22
3501905;Amparo;2019;392;5,66;215;3,1;177;2,55
3502002;Analândia;2010;0;0;0;0;0;0
3502002;Analândia;2011;0;0;0;0;0;0
3502002;Analândia;2012;0;0;0;0;0;0
3502002;Analândia;2013;0;0;0;0;0;0
3502002;Analândia;2014;0;0;0;0;0;0
3502002;Analândia;2015;0;0;0;0;0;0
3502002;Analândia;2016;0;0;0;0;0;0
3502002;Analândia;2017;0;0;0;0;0;0
3502002;Analândia;2018;0;0;0;0;0;0
3502002;Analândia;2019;0;0;0;0;0;0
3502101;Andradina;2010;100;1,81;64;1,16;36;0,65
3502101;Andradina;2011;100;1,8;64;1,15;36;0,65
3502101;Andradina;2012;100;1,8;64;1,15;36;0,65
3502101;Andradina;2013;135;2,43;110;1,98;25;0,45
3502101;Andradina;2014;135;2,42;110;1,98;25;0,45
3502101;Andradina;2015;136;2,44;110;1,97;26;0,47
3502101;Andradina;2016;136;2,44;110;1,97;26;0,47
3502101;Andradina;2017;136;2,43;110;1,97;26;0,47
3502101;Andradina;2018;127;2,27;91;1,63;36;0,64
3502101;Andradina;2019;127;2,27;91;1,63;36;0,64
3502200;Angatuba;2010;57;2,57;54;2,43;3;0,14
3502200;Angatuba;2011;57;2,54;54;2,41;3;0,13
3502200;Angatuba;2012;57;2,52;54;2,38;3;0,13
3502200;Angatuba;2013;57;2,49;54;2,36;3;0,13
3502200;Angatuba;2014;57;2,47;54;2,34;3;0,13
3502200;Angatuba;2015;57;2,44;54;2,31;3;0,13
3502200;Angatuba;2016;57;2,42;54;2,29;3;0,13
3502200;Angatuba;2017;57;2,39;54;2,27;3;0,13
3502200;Angatuba;2018;57;2,37;54;2,25;3;0,12
3502200;Angatuba;2019;57;2,35;54;2,23;3;0,12
3502309;Anhembi;2010;0;0;0;0;0;0
3502309;Anhembi;2011;0;0;0;0;0;0
3502309;Anhembi;2012;0;0;0;0;0;0
3502309;Anhembi;2013;0;0;0;0;0;0
3502309;Anhembi;2014;0;0;0;0;0;0
3502309;Anhembi;2015;0;0;0;0;0;0
3502309;Anhembi;2016;0;0;0;0;0;0
3502309;Anhembi;2017;0;0;0;0;0;0
3502309;Anhembi;2018;0;0;0;0;0;0
3502309;Anhembi;2019;0;0;0;0;0;0
3502408;Anhumas;2010;0;0;0;0;0;0
3502408;Anhumas;2011;0;0;0;0;0;0
3502408;Anhumas;2012;0;0;0;0;0;0
3502408;Anhumas;2013;0;0;0;0;0;0
3502408;Anhumas;2014;0;0;0;0;0;0
3502408;Anhumas;2015;0;0;0;0;0;0
3502408;Anhumas;2016;0;0;0;0;0;0
3502408;Anhumas;2017;0;0;0;0;0;0
3502408;Anhumas;2018;0;0;0;0;0;0
3502408;Anhumas;2019;0;0;0;0;0;0
3502507;Aparecida;2010;84;2,4;50;1,43;34;0,97
3502507;Aparecida;2011;84;2,39;50;1,43;34;0,97
3502507;Aparecida;2012;84;2,39;50;1,42;34;0,97
3502507;Aparecida;2013;84;2,39;50;1,42;34;0,97
3502507;Aparecida;2014;104;2,95;70;1,98;34;0,96
3502507;Aparecida;2015;104;2,94;70;1,98;34;0,96
3502507;Aparecida;2016;104;2,94;70;1,98;34;0,96
3502507;Aparecida;2017;104;2,93;70;1,97;34;0,96
3502507;Aparecida;2018;104;2,92;70;1,97;34;0,96
3502507;Aparecida;2019;104;2,92;70;1,96;34;0,95
3502606;Aparecida d'Oeste;2010;30;6,74;8;1,8;22;4,94
3502606;Aparecida d'Oeste;2011;30;6,79;8;1,81;22;4,98
3502606;Aparecida d'Oeste;2012;30;6,84;8;1,82;22;5,02
3502606;Aparecida d'Oeste;2013;30;6,9;8;1,84;22;5,06
3502606;Aparecida d'Oeste;2014;30;6,95;8;1,85;22;5,1
3502606;Aparecida d'Oeste;2015;21;4,9;20;4,67;1;0,23
3502606;Aparecida d'Oeste;2016;21;4,94;20;4,7;1;0,24
3502606;Aparecida d'Oeste;2017;22;5,21;20;4,74;2;0,47
3502606;Aparecida d'Oeste;2018;22;5,25;20;4,77;2;0,48
3502606;Aparecida d'Oeste;2019;22;5,29;20;4,81;2;0,48
3502705;Apiaí;2010;52;2,06;46;1,82;6;0,24
3502705;Apiaí;2011;47;1,87;41;1,63;6;0,24
3502705;Apiaí;2012;47;1,88;42;1,68;5;0,2
3502705;Apiaí;2013;51;2,05;45;1,81;6;0,24
3502705;Apiaí;2014;51;2,06;45;1,81;6;0,24
3502705;Apiaí;2015;51;2,06;45;1,82;6;0,24
3502705;Apiaí;2016;51;2,07;45;1,82;6;0,24
3502705;Apiaí;2017;51;2,07;45;1,82;6;0,24
3502705;Apiaí;2018;51;2,07;41;1,66;10;0,41
3502705;Apiaí;2019;45;1,82;39;1,58;6;0,24
3503000;Aramina;2010;0;0;0;0;0;0
3503000;Aramina;2011;0;0;0;0;0;0
3503000;Aramina;2012;0;0;0;0;0;0
3503000;Aramina;2013;0;0;0;0;0;0
3503000;Aramina;2014;0;0;0;0;0;0
3503000;Aramina;2015;0;0;0;0;0;0
3503000;Aramina;2016;0;0;0;0;0;0
3503000;Aramina;2017;0;0;0;0;0;0
3503000;Aramina;2018;0;0;0;0;0;0
3503000;Aramina;2019;0;0;0;0;0;0
3503109;Arandu;2010;16;2,61;16;2,61;0;0
3503109;Arandu;2011;16;2,61;16;2,61;0;0
3503109;Arandu;2012;16;2,61;16;2,61;0;0
3503109;Arandu;2013;16;2,61;16;2,61;0;0
3503109;Arandu;2014;16;2,61;16;2,61;0;0
3503109;Arandu;2015;16;2,61;16;2,61;0;0
3503109;Arandu;2016;16;2,6;16;2,6;0;0
3503109;Arandu;2017;16;2,6;16;2,6;0;0
3503109;Arandu;2018;16;2,6;16;2,6;0;0
3503109;Arandu;2019;12;1,95;12;1,95;0;0
3503158;Arapeí;2010;0;0;0;0;0;0
3503158;Arapeí;2011;0;0;0;0;0;0
3503158;Arapeí;2012;0;0;0;0;0;0
3503158;Arapeí;2013;0;0;0;0;0;0
3503158;Arapeí;2014;0;0;0;0;0;0
3503158;Arapeí;2015;0;0;0;0;0;0
3503158;Arapeí;2016;0;0;0;0;0;0
3503158;Arapeí;2017;0;0;0;0;0;0
3503158;Arapeí;2018;0;0;0;0;0;0
3503158;Arapeí;2019;0;0;0;0;0;0
3503208;Araraquara;2010;504;2,42;238;1,14;266;1,28
3503208;Araraquara;2011;545;2,59;238;1,13;307;1,46
3503208;Araraquara;2012;587;2,76;278;1,31;309;1,45
3503208;Araraquara;2013;586;2,72;268;1,25;318;1,48
3503208;Araraquara;2014;576;2,65;262;1,21;314;1,44
3503208;Araraquara;2015;510;2,32;199;0,91;311;1,42
3503208;Araraquara;2016;509;2,3;188;0,85;321;1,45
3503208;Araraquara;2017;443;1,99;216;0,97;227;1,02
3503208;Araraquara;2018;443;1,97;216;0,96;227;1,01
3503208;Araraquara;2019;442;1,96;222;0,98;220;0,97
3503307;Araras;2010;1137;9,58;539;4,54;598;5,04
3503307;Araras;2011;1144;9,53;696;5,8;448;3,73
3503307;Araras;2012;578;4,77;289;2,38;289;2,38
3503307;Araras;2013;557;4,54;289;2,36;268;2,19
3503307;Araras;2014;565;4,56;307;2,48;258;2,08
3503307;Araras;2015;567;4,53;307;2,45;260;2,08
3503307;Araras;2016;557;4,41;300;2,37;257;2,03
3503307;Araras;2017;557;4,37;300;2,35;257;2,02
3503307;Araras;2018;557;4,33;262;2,04;295;2,29
3503307;Araras;2019;503;3,87;246;1,89;257;1,98
3502754;Araçariguama;2010;4;0,24;0;0;4;0,24
3502754;Araçariguama;2011;4;0,23;0;0;4;0,23
3502754;Araçariguama;2012;4;0,22;0;0;4;0,22
3502754;Araçariguama;2013;4;0,22;0;0;4;0,22
3502754;Araçariguama;2014;4;0,21;0;0;4;0,21
3502754;Araçariguama;2015;0;0;0;0;0;0
3502754;Araçariguama;2016;0;0;0;0;0;0
3502754;Araçariguama;2017;0;0;0;0;0;0
3502754;Araçariguama;2018;0;0;0;0;0;0
3502754;Araçariguama;2019;0;0;0;0;0;0
3502804;Araçatuba;2010;660;3,64;495;2,73;165;0,91
3502804;Araçatuba;2011;660;3,62;495;2,71;165;0,9
3502804;Araçatuba;2012;660;3,6;495;2,7;165;0,9
3502804;Araçatuba;2013;625;3,39;477;2,59;148;0,8
3502804;Araçatuba;2014;616;3,32;478;2,58;138;0,74
3502804;Araçatuba;2015;635;3,4;478;2,56;157;0,84
3502804;Araçatuba;2016;474;2,53;328;1,75;146;0,78
3502804;Araçatuba;2017;479;2,55;333;1,77;146;0,78
3502804;Araçatuba;2018;367;1,94;305;1,61;62;0,33
3502804;Araçatuba;2019;435;2,29;305;1,61;130;0,69
3502903;Araçoiaba da Serra;2010;0;0;0;0;0;0
3502903;Araçoiaba da Serra;2011;0;0;0;0;0;0
3502903;Araçoiaba da Serra;2012;90;3,18;0;0;90;3,18
3502903;Araçoiaba da Serra;2013;90;3,12;0;0;90;3,12
3502903;Araçoiaba da Serra;2014;126;4,29;0;0;126;4,29
3502903;Araçoiaba da Serra;2015;288;9,63;0;0;288;9,63
3502903;Araçoiaba da Serra;2016;351;11,55;0;0;351;11,55
3502903;Araçoiaba da Serra;2017;411;13,31;0;0;411;13,31
3502903;Araçoiaba da Serra;2018;321;10,23;0;0;321;10,23
3502903;Araçoiaba da Serra;2019;321;10,07;0;0;321;10,07
3503356;Arco-Íris;2010;0;0;0;0;0;0
3503356;Arco-Íris;2011;0;0;0;0;0;0
3503356;Arco-Íris;2012;0;0;0;0;0;0
3503356;Arco-Íris;2013;0;0;0;0;0;0
3503356;Arco-Íris;2014;0;0;0;0;0;0
3503356;Arco-Íris;2015;0;0;0;0;0;0
3503356;Arco-Íris;2016;0;0;0;0;0;0
3503356;Arco-Íris;2017;0;0;0;0;0;0
3503356;Arco-Íris;2018;0;0;0;0;0;0
3503356;Arco-Íris;2019;0;0;0;0;0;0
3503406;Arealva;2010;24;3,06;22;2,81;2;0,26
3503406;Arealva;2011;24;3,05;22;2,79;2;0,25
3503406;Arealva;2012;24;3,03;22;2,78;2;0,25
3503406;Arealva;2013;28;3,52;17;2,14;11;1,38
3503406;Arealva;2014;28;3,51;17;2,13;11;1,38
3503406;Arealva;2015;28;3,49;17;2,12;11;1,37
3503406;Arealva;2016;28;3,47;17;2,11;11;1,36
3503406;Arealva;2017;28;3,46;17;2,1;11;1,36
3503406;Arealva;2018;29;3,57;18;2,21;11;1,35
3503406;Arealva;2019;29;3,55;18;2,21;11;1,35
3503505;Areias;2010;0;0;0;0;0;0
3503505;Areias;2011;0;0;0;0;0;0
3503505;Areias;2012;0;0;0;0;0;0
3503505;Areias;2013;0;0;0;0;0;0
3503505;Areias;2014;0;0;0;0;0;0
3503505;Areias;2015;0;0;0;0;0;0
3503505;Areias;2016;0;0;0;0;0;0
3503505;Areias;2017;0;0;0;0;0;0
3503505;Areias;2018;0;0;0;0;0;0
3503505;Areias;2019;0;0;0;0;0;0
3503604;Areiópolis;2010;0;0;0;0;0;0
3503604;Areiópolis;2011;0;0;0;0;0;0
3503604;Areiópolis;2012;0;0;0;0;0;0
3503604;Areiópolis;2013;0;0;0;0;0;0
3503604;Areiópolis;2014;0;0;0;0;0;0
3503604;Areiópolis;2015;0;0;0;0;0;0
3503604;Areiópolis;2016;0;0;0;0;0;0
3503604;Areiópolis;2017;0;0;0;0;0;0
3503604;Areiópolis;2018;0;0;0;0;0;0
3503604;Areiópolis;2019;0;0;0;0;0;0
3503703;Ariranha;2010;25;2,93;4;0,47;21;2,46
3503703;Ariranha;2011;25;2,9;4;0,46;21;2,44
3503703;Ariranha;2012;25;2,87;4;0,46;21;2,41
3503703;Ariranha;2013;25;2,85;4;0,46;21;2,39
3503703;Ariranha;2014;25;2,82;4;0,45;21;2,37
3503703;Ariranha;2015;25;2,79;4;0,45;21;2,35
3503703;Ariranha;2016;25;2,77;4;0,44;21;2,33
3503703;Ariranha;2017;25;2,75;4;0,44;21;2,31
3503703;Ariranha;2018;25;2,73;4;0,44;21;2,29
3503703;Ariranha;2019;0;0;0;0;0;0
3503802;Artur Nogueira;2010;56;1,27;0;0;56;1,27
3503802;Artur Nogueira;2011;56;1,24;0;0;56;1,24
3503802;Artur Nogueira;2012;12;0,26;0;0;12;0,26
3503802;Artur Nogueira;2013;12;0,26;0;0;12;0,26
3503802;Artur Nogueira;2014;12;0,25;0;0;12;0,25
3503802;Artur Nogueira;2015;12;0,25;0;0;12;0,25
3503802;Artur Nogueira;2016;12;0,24;0;0;12;0,24
3503802;Artur Nogueira;2017;24;0,48;0;0;24;0,48
3503802;Artur Nogueira;2018;36;0,7;0;0;36;0,7
3503802;Artur Nogueira;2019;36;0,69;0;0;36;0,69
3503901;Arujá;2010;76;1,02;9;0,12;67;0,9
3503901;Arujá;2011;82;1,08;15;0,2;67;0,88
3503901;Arujá;2012;82;1,05;15;0,19;67;0,86
3503901;Arujá;2013;82;1,03;15;0,19;67;0,85
3503901;Arujá;2014;82;1,01;15;0,19;67;0,83
3503901;Arujá;2015;82;0,99;15;0,18;67;0,81
3503901;Arujá;2016;92;1,1;24;0,29;68;0,81
3503901;Arujá;2017;92;1,08;24;0,28;68;0,8
3503901;Arujá;2018;92;1,06;24;0,28;68;0,78
3503901;Arujá;2019;92;1,04;24;0,27;68;0,77
3503950;Aspásia;2010;0;0;0;0;0;0
3503950;Aspásia;2011;0;0;0;0;0;0
3503950;Aspásia;2012;0;0;0;0;0;0
3503950;Aspásia;2013;0;0;0;0;0;0
3503950;Aspásia;2014;0;0;0;0;0;0
3503950;Aspásia;2015;0;0;0;0;0;0
3503950;Aspásia;2016;0;0;0;0;0;0
3503950;Aspásia;2017;0;0;0;0;0;0
3503950;Aspásia;2018;0;0;0;0;0;0
3503950;Aspásia;2019;0;0;0;0;0;0
3504008;Assis;2010;346;3,64;181;1,9;165;1,74
3504008;Assis;2011;342;3,57;176;1,84;166;1,73
3504008;Assis;2012;389;4,04;245;2,54;144;1,49
3504008;Assis;2013;311;3,2;199;2,05;112;1,15
3504008;Assis;2014;314;3,21;195;2;119;1,22
3504008;Assis;2015;290;2,95;179;1,82;111;1,13
3504008;Assis;2016;307;3,1;183;1,85;124;1,25
3504008;Assis;2017;280;2,81;159;1,6;121;1,21
3504008;Assis;2018;285;2,84;160;1,6;125;1,25
3504008;Assis;2019;285;2,83;160;1,59;125;1,24
3504107;Atibaia;2010;187;1,48;48;0,38;139;1,1
3504107;Atibaia;2011;187;1,46;48;0,38;139;1,09
3504107;Atibaia;2012;187;1,45;48;0,37;139;1,08
3504107;Atibaia;2013;187;1,43;50;0,38;137;1,05
3504107;Atibaia;2014;300;2,27;55;0,42;245;1,86
3504107;Atibaia;2015;192;1,44;55;0,41;137;1,03
3504107;Atibaia;2016;192;1,43;55;0,41;137;1,02
3504107;Atibaia;2017;192;1,41;55;0,4;137;1,01
3504107;Atibaia;2018;192;1,4;55;0,4;137;1
